,0,1,2,3,4,5,6,7,8,9
0,0.0022221516769765914,0.1200841223529432,0.06051119359100546,-0.1508162243719072,-0.4145515800153989,-0.3895586780749747,-0.08908409690494612,0.3096511797976258,0.6888656556521029,0.7633518090953773
1,-0.11880101691077301,-0.16281885133347257,-0.4156866620984897,-0.38143414066716175,-0.11743306327172265,-0.23011192578219863,-0.49818168088947445,-0.5118250214466372,-0.7195392827556591,-0.7009691697359347
2,-0.13797566715988993,-0.18430447312072973,-0.1847403429526277,-0.028990324235421694,-0.16383284161053052,-0.20516484567029333,-0.32060340879832094,-0.3219389675960866,-0.30427705726149873,-0.4327106735235852
3,-0.1076883760883567,-0.018039871993858186,-0.0065449062003365005,0.10966177391057913,0.29604041213304355,0.2349581687553715,-0.004263665876840794,-0.17813980928318046,-0.11697660316346814,0.0924584437018486
4,-0.16277485472323144,-0.24840718999105021,-0.28216337460931795,-0.29470108954200763,-0.10534844576748777,-0.10426893927059559,0.09496333021319261,-0.13864526621262524,-0.15121025636503396,-0.08995773226724063
5,-0.09522038078966355,-0.21846078568916416,-0.3178111676210757,-0.060702024790255465,-0.057069826755649644,-0.057211905907428626,0.12208754330735902,-0.0840631327612501,-0.31215574636569093,-0.21579826919290399
6,-0.11039118838162819,-0.12326050897866506,-0.06735383759283248,0.09916641565093444,-0.05945498991603661,-0.05449978808921539,0.0061958512978516275,0.05114332086429008,-0.0560271776426587,-0.016382413670282484
7,-0.016465665592529634,-0.06542137629330629,-0.013660962854744677,-0.03490961438992431,-0.0976534841942624,-0.12640397707664786,-0.05142536621376566,-0.04798774780375646,-0.2025095485925058,-0.2956030634765498
8,-0.0018068098303647801,0.23884970640440797,0.2391699736746587,0.4314200817927403,0.33710946988443535,0.25031485452952895,-0.1501696786223903,-0.34773891143998886,-0.30422907046133757,-0.27053260436957766
9,-0.03595016567337251,0.12210116511395719,0.2762859834638788,0.40224143351688535,0.3979295593715442,0.43329468474659966,0.7120648375483383,0.7793362914740983,0.6306481964288764,0.5704262611336689
10,-0.0033186094089317298,-0.14129400474190884,-0.162445238200218,-0.0688780934862041,-0.05978114068881282,-0.11138913396371047,-0.012418898701750447,0.05754120793513723,-0.09258842911572755,-0.4465580124441738
11,-0.06293085303234326,-0.07027775906815528,0.15134218585991738,0.13226752440971415,-0.040722994793439576,-0.19561600655590353,-0.18949588231682765,-0.036594111050458525,0.05309882515611043,-0.01173373798683744
12,-0.0026858650861740037,-0.10879971029218205,-0.3814676243000996,-0.36834966480999304,-0.24911207411967287,-0.2532408032745771,-0.21080121584992872,-0.17475141788282142,-0.41351295185428927,-0.45178246198872846
13,0.002117066903826708,0.20472380367326784,0.07179838946715508,0.06864959619813266,0.2191099907310837,0.2667723000522875,0.30045056453857205,0.49807134338964193,0.14621322814502724,0.14597193213267604
14,-0.05382401497248316,-0.08656126808711595,0.033080230222791086,0.13889971535812473,0.19664327702580608,0.25891131269314854,0.3268051062379553,0.41223012938985487,0.428888045875859,0.45924713746735657
