,mileage,s_max,s_min
1954,36.33374553,1,-1
1955,28.31280308,1.003079843,-0.999999921
1956,30.41800393,1,-1
1957,31.875266,1,-1
1958,36.4257586,1,-0.999996075
1959,33.35485234,1,-1
1960,22.32624558,1,-1
1961,31.94647612,1,-1
1962,25.6984307,1,-1.008992243
1963,35.79974761,1,-1
1964,34.14085988,1,-1
1965,33.62501706,1,-1
1966,32.1865104,1,-1
1967,29.82549943,1,-1
1968,34.16510757,1,-1
1969,31.65664949,1,-1
1970,33.30101022,1,-1
1971,30.22661716,1,-0.999808974
1972,37.13743343,1,-1
1973,31.02905016,1,-1
1974,33.32512901,1,-1
1975,31.43107735,1,-1
1976,23.30411618,1.001510917,-1
1977,31.17426362,1,-1.003399456
1978,27.51918684,1,-1
1979,29.85693777,1,-1
1980,22.779953,1,-1
1981,27.11445845,1,-0.999999998
1982,23.42575556,1,-1
1983,26.54249061,1,-1.000328932
1984,32.17077602,1,-1.002166538
1985,36.31970543,0.868530063,-1
1986,25.27693723,1,-1
1987,29.72006354,1,-1
1988,35.73262213,1,-1
1989,34.85501979,1,-1
1990,26.72166828,1,-1
1991,31.5164394,1,-1
1992,29.01608796,1,-1
1993,28.68673236,1.014007606,-1
1994,31.15881427,1,-1
1995,28.05907233,1,-1
1996,33.24760033,1,-0.98111193
1997,36.72723587,1,-1
1998,31.39081585,1,-1.000409857
1999,31.68853542,1,-1
2000,34.16354072,1.029968492,-1
2001,32.48028112,1.005271875,-1
2002,28.3859916,1,-1
2003,28.16292174,1,-1
2004,36.26882959,1,-1
2005,28.83003231,1,-1
2006,34.04086372,1,-0.999996881
2007,36.0863692,1,-1
2008,24.34412252,1,-1
2009,31.2024588,1,-1
2010,26.85125537,1,-1
2011,40.31922135,1,-1
2012,31.7567898,0.571582471,-1
2013,31.70753562,1,-1
2014,31.6464307,1,-1
2015,28.83788886,1,-1
2016,30.58400605,0.986920778,-1
2017,27.34587389,1,-1
2018,30.03695484,1,-1
2019,35.35655704,1,-1
2020,35.56380433,1,-1
2021,32.51208095,0.94874201,-1.00208032
2022,30.83386136,1.010343686,-1
2023,30.35276155,1,-0.999980508
2024,25.15491965,1.001302857,-1
2025,28.69793332,1,-0.999720165
2026,37.57435865,1,-1
2027,34.61513734,0.989701374,-0.945703663
2028,25.19460668,1,-1
2029,29.8370328,1,-1.000043362
2030,33.59567719,1.000360809,-0.852356308
2031,26.32747531,1,-0.946229312
2032,34.82256359,1.0000742,-1
2033,35.22181881,1,-1
2034,35.78753194,1,-1
2035,27.74988695,1,-1
2036,38.09967511,1,-0.842101807
2037,31.71970353,1,-1
2038,31.15809065,1,-1
2039,26.20964908,1,-1
2040,27.42090631,1,-1
2041,32.64108007,1,-1
2042,32.98144087,1,-1
2043,30.94485725,0.889706925,-0.962067663
2044,30.70613828,1,-1
2045,29.94205203,1,-1
2046,30.27737964,1,-1
2047,35.10533198,1,-1.002070045
2048,39.54859054,1,-1
2049,35.76490096,1,-1
2050,23.38845756,1.015681626,-1
2051,29.00810311,1,-1
2052,32.65901476,1,-1
2053,38.16415163,1,-1
2054,29.68839328,1.004717001,-1
2055,24.53413184,1,-1
2056,28.77073679,1,-1.001603113
2057,27.5159065,1,-1.01957599
2058,31.44720868,1,-1
2059,28.58650739,1,-1
2060,35.55156945,0.754714438,-1
2061,32.41337423,1,-1
2062,30.00132465,1,-1
2063,28.18183975,1,-1
2064,35.66077635,1,-1
2065,35.65730117,1.000127502,-1
2066,33.26081089,0.993975539,-1
2067,35.07722055,1,-1
2068,27.92097023,1,-1
2069,32.41210652,1,-1
2070,29.12553494,0.880455513,-1
2071,20.47617378,1,-1
2072,23.06941176,1,-1
2073,35.49866687,1,-1
2074,36.84530407,1,-1
2075,25.17442274,1.039978877,-1
2076,21.58824209,1,-1.000759632
2077,25.73728065,1,-1
2078,31.30902052,1,-1
2079,36.04904965,1,-0.989775092
2080,26.52366376,0.999999996,-1
2081,21.76971712,1,-1.019776806
2082,29.74545201,1,-0.935001118
2083,32.52739573,0.854920151,-1
2084,29.56435843,1,-1
2085,26.73219833,1,-1.000258111
2086,29.56997632,1,-1
2087,31.85108615,1,-0.987457043
2088,23.86442095,1,-1
2089,27.59244832,1,-1
2090,30.0631212,1,-1
2091,29.61691544,1,-1
2092,21.7313565,0.977041401,-0.999999999
2093,28.63161889,1,-0.983666021
2094,30.64193261,1,-1
2095,25.84125345,1,-0.976776249
2096,39.68511341,1,-1
2097,27.53878386,1,-1
2098,25.85105673,1,-1
2099,34.28808283,0.99219168,-1
2100,39.95516578,0.883381194,-1
2101,34.05292194,1,-0.97320913
2102,18.84494198,0.925975299,-1
2103,35.84992487,1,-1
2104,32.70579034,1,-1
2105,30.23439344,1,-1
2106,32.26810824,1,-1
2107,34.41675015,1,-1
2108,26.89297691,1.000814399,-1
2109,32.44413499,1,-1
2110,33.3811672,1,-0.701371488
2111,30.45698237,1,-1
2112,35.32470538,1,-1
2113,28.93869214,1,-0.966388927
2114,30.50003579,1.000076186,-1
2115,28.18644605,1,-1
2116,33.36409718,1,-1
2117,33.48296822,1,-0.999960973
2118,29.16259631,1,-1
2119,33.93819221,1,-1
2120,35.61057006,0.891714828,-1
2121,31.33452536,1,-1.003429954
2122,23.09989214,1,-1.003253326
2123,35.08681386,1,-1
2124,36.30779205,1,-0.974108833
2125,39.09779137,1,-1
2126,38.10027036,1,-1
2127,39.48337307,1,-0.880563196
2128,30.58776531,1,-1
2129,33.39637015,1,-1
2130,31.92435585,1,-0.963582666
2131,23.13996388,1,-1.002517782
2132,22.1959125,0.4609336,-1
2133,34.11465705,1,-1
2134,35.62941914,1,-1
2135,31.71215896,1,-1
2136,24.64534563,1,-1
2137,34.35551637,1,-1
2138,37.25538248,1,-1
2139,33.65825985,1,-1
2140,33.71701534,0.982024373,-1
2141,36.44271288,1.000430096,-0.993198082
2142,31.31279574,1,-1
2143,36.02498213,1,-0.934071222
2144,35.51092437,1,-1
2145,30.27333941,1,-1
2146,28.11877994,1,-1
2147,19.46883592,0.999999994,-1
2148,28.69257813,1,-1.000406846
2149,27.94110979,1.028786585,-1
2150,23.30179194,1,-1
2151,32.99010616,1,-1.010529286
2152,29.4167169,1,-1
2153,30.76833555,0.932099775,-1.02659969
2154,32.29692052,1,-1.002514187
2155,30.75572415,1,-0.915569098
2156,30.88796585,1,-0.686003713
2157,29.55717169,1,-1
2158,26.45040871,1.000070136,-1
2159,32.53182241,1,-0.989346142
2160,25.50766848,1,-1
2161,26.45849541,1,-1
2162,28.08410777,1,-1
2163,34.40351983,0.895411529,-1
2164,30.07618113,1,-0.999551904
2165,26.74191979,1,-0.999999994
2166,22.06129658,1,-1
2167,31.3994323,1,-1.005455443
2168,35.15245673,1,-1
2169,19.20991371,1,-1
2170,27.73264847,1,-1.002703133
2171,32.34216071,1,-0.75839135
2172,31.43744205,1,-1
2173,30.58389849,1,-1
2174,31.26377491,1,-1.00268406
2175,29.27941431,1,-1
2176,27.53986703,0.901970261,-1.001286458
2177,27.44209677,1,-1
2178,27.75210056,1,-0.995438747
2179,35.03711732,1,-1
2180,34.38338532,1.001950138,-1
2181,32.10754961,1,-1
2182,28.39184984,1,-1
2183,24.5171563,1,-1
2184,27.20676589,1,-1
2185,27.57865859,0.856585932,-0.999895537
2186,25.43825027,1,-1
2187,31.36884984,1,-1
2188,25.81377753,1,-1
2189,26.50351667,1.005546623,-1
2190,25.79926864,1,-1.006097585
2191,27.76087559,1,-1
2192,22.76026728,1,-1
2193,27.07979783,1,-0.99999995
2194,17.73091846,1,-1.002595745
2195,34.53685029,1,-1
2196,27.25331114,1.014552947,-1
2197,24.96342399,1,-1.003710957
2198,32.7520543,1,-1
2199,33.43460912,1.000657191,-1
2200,34.80302693,1,-1.013211266
2201,34.5949089,1,-1
2202,31.87385996,1,-1
2203,39.03132721,1,-1
2204,41.6041648,1,-1
2205,38.62963236,1,-1
2206,32.15978146,1,-1
2207,28.70380819,1,-1
2208,36.71893827,1,-1
2209,38.03216978,1,-1
2210,33.38409375,1,-1
2211,34.51731856,1.000217909,-1.000425279
2212,41.84748611,1.001702381,-1
2213,35.85771789,1,-1
2214,29.84119087,1,-1
2215,35.50030262,1.00321298,-0.999323516
2216,39.09239428,1.000252593,-1
2217,35.27128483,1.073551711,-1
2218,30.46976599,1,-1
2219,41.57925449,1,-1
2220,36.99932047,0.955870325,-0.777067264
2221,32.6141562,1,-1
2222,33.15326342,1,-0.990577892
2223,28.43357147,1,-1
2224,27.0864979,1,-1
2225,34.357659,1,-1
2226,30.014139,1,-0.998623133
2227,33.23064366,1,-1.001163914
2228,27.15409116,1.004669119,-1
2229,32.93933901,1,-1
2230,27.50756266,1,-1
2231,30.99355664,1,-1
2232,25.66926812,1,-1
2233,29.11411474,1.001172183,-1
2234,29.75480487,1,-1
2235,32.25998464,1.021696319,-0.999997129
2236,25.77660996,1,-1
2237,29.27876002,1,-1
2238,26.00095547,0.971163195,-1
2239,27.07539677,1,-1
2240,27.69064168,1,-0.999999999
2241,26.05296053,1.005518902,-1
2242,33.32332774,1,-1
2243,32.56530211,1,-1
2244,24.9948879,1,-1
2245,30.47575211,1,-1
2246,27.91602021,1,-1
2247,27.23673231,1,-1
2248,25.4121067,1,-1
2249,22.9588286,0.969462484,-1.017169054
2250,27.46487673,1.000092045,-0.836733713
2251,28.86786921,1,-1
2252,29.00192617,0.935431013,-0.999933016
2253,31.71147029,1,-1
2254,30.80791606,1,-1
2255,29.51459244,1,-1
2256,20.07518149,1,-1
2257,29.03217004,1,-1
2258,28.95867586,1,-0.999999988
2259,26.54490353,1,-0.991157675
2260,27.40490682,1,-1
2261,27.75629069,1,-1
2262,28.99663703,1,-1.00145386
2263,27.35359171,1,-0.999977297
2264,26.90982186,1,-1
2265,33.866406,1,-1
2266,28.13271435,0.956931224,-0.866295406
2267,29.00191642,1,-1
2268,29.76351332,1,-0.998888155
2269,28.24751408,1,-1
2270,30.21674615,0.999999972,-0.924218926
2271,31.15558847,1,-1
2272,35.37631432,1,-1
2273,29.51652806,0.924844907,-1
2274,26.30355713,1,-1
2275,20.98365064,1,-1
2276,26.98433511,0.58290808,-1
2277,26.80112661,1,-0.999999999
2278,24.9146797,1,-0.950999299
2279,25.01595634,1,-1
2280,18.55659693,0.620816803,-1
2281,30.59246097,1,-1
2282,32.51576768,1,-1
2283,32.1199465,1,-1
2284,36.55372748,1,-1
2285,33.07501333,1.01057807,-1
2286,36.75490286,1,-1
2287,30.73628987,1.005540116,-1
2288,28.38438188,1,-0.999999995
2289,27.78905118,1,-1
2290,32.92263221,0.973025519,-0.858089106
2291,35.74305533,1,-1
2292,31.84778272,1.00005054,-1.000050698
2293,31.33155691,1.000038443,-1.036306209
2294,31.82787283,1,-0.961553862
2295,29.13277701,1.000037721,-1.000037596
2296,30.48252711,1.000024929,-1.000037642
2297,27.57709822,0.966683252,-1.000034287
2298,26.06617205,0.82733096,-1.00330402
2299,20.59666847,1.000038498,-1.000037874
2300,29.35159873,1.000038339,-1.000038906
2301,28.38546992,1.000113123,-1.000622862
2302,29.68604312,1.000032078,-1.000003772
2303,28.93814087,1,-1.000032123
2304,24.30437716,1.000032648,-1.000032852
2305,28.63783625,1.000032558,-0.792537902
2306,29.2688223,1,-0.99972366
2307,33.67387121,0.905700251,-0.999998515
2308,27.86783681,1.000031245,-0.999998894
2309,27.64116928,1.000031241,-1.00000375
2310,30.46748274,1.000032385,-1.008252537
2311,30.7339607,1.000032597,-1.00003246
2312,30.86630613,1.001361649,-1.000004099
2313,34.76967346,1.003639368,-1.000036736
2314,33.97399332,1.000347576,-1.000037419
2315,30.12244274,1.000029475,-1.000032494
2316,31.92648014,1.000031678,-1.004209634
2317,26.92273474,1.000029864,-1.000029739
2318,26.76941049,1.000028302,-1.000027415
2319,26.44928575,1.000027202,-1.000027485
2320,27.13480441,1,-1.000002995
2321,27.1964466,1.000028536,-1.016171149
2322,33.48083179,1.000026757,-1.002819305
2323,35.39339479,1.000032439,-1.000032064
2324,23.31258854,0.973069282,-1.000032235
2325,27.9014912,1.000077404,-1.002787564
2326,25.38939922,1.000026049,-1.000026387
2327,27.42962122,1.000026546,-1.00548608
2328,33.86579246,1.000026333,-1.000026537
2329,25.24942687,1.000024341,-0.757843454
2330,27.20538253,0.805482653,-1.000023459
2331,30.46770521,1.000022939,-1.000023333
2332,26.05054999,1.00004455,-1.000247462
2333,36.76482054,1.005439196,-1.000038137
2334,35.44325395,1,-1.00003309
2335,33.22891705,1.000030426,-1
2336,39.79952232,1.000051303,-1.000050353
2337,28.56221955,1.000044239,-1.000581968
2338,27.65481511,1.00004367,-1.000707826
2339,32.14513429,1.00004473,-1.000044541
2340,30.11851899,1.000090955,-1.003972021
2341,30.92587361,1.00016791,-1.000042829
2342,33.44100715,1.000042546,-1.000041051
2343,29.1956038,1.000040726,-1.00183965
2344,30.08536434,1.000043274,-1.000008919
2345,31.3075798,1.000039442,-1.041473602
2346,28.96446674,1.004714985,-0.690522642
2347,31.16542487,1.000044311,-1.000043335
2348,26.43451011,1.000087975,-1.001728458
2349,19.22221319,1.000110078,-1.000048553
2350,28.26137228,1.000037248,-1.00003683
2351,30.54632278,1.000115534,-1.000037523
2352,28.90691595,1.00011941,-1
2353,28.6458054,1.000039548,-1.000039211
2354,27.22328237,1.000117872,-1.000039212
2355,29.34476952,1.000111989,-1.000037831
2356,25.81027083,1.000295992,-1.000004805
2357,26.01670334,1.000037052,-1.000036931
2358,30.61381365,1.000036213,-1.000035693
2359,30.98477093,1.000035132,-1.00003537
2360,36.46352169,1,-1.000038245
2361,26.34480098,1.000041075,-1.000006317
2362,26.43977455,1.000043205,-1.033424614
2363,21.33245597,1.000338287,-1.005150654
2364,27.2861631,1.00529089,-1.000142531
2365,24.81725393,1.001778779,-1.000044242
2366,21.96508978,1.000042741,-1.004269788
2367,30.72815808,1.00004722,-1.001696565
2368,29.12247625,1.000036719,-1.000007682
2369,30.44941273,1.000033099,-1.000036295
2370,32.40464707,0.836266143,-1.000032764
2371,19.4538673,1.000031868,-1.000006887
2372,32.46427624,1,-1.000030097
2373,28.70691989,1.000029876,-1.000006251
2374,27.52377175,1.000030198,-1.000029208
2375,18.79887005,1.000030222,-1.000030315
2376,31.50840639,1.000030533,-1.000030625
2377,33.59796565,1.000030749,-1.000031038
2378,30.8151598,1.000031103,-1.00003084
2379,31.62241889,1,-0.836175517
2380,21.79772741,1.002953178,-1.000003861
2381,28.4522461,1.009599842,-1.000025227
2382,26.810708,1,-1.000010959
2383,31.57781512,1.000035997,-1.007303363
2384,31.01147668,1.000030378,-1
2385,27.21522393,1,-0.935898295
2386,34.34642893,1,-1
2387,37.05620708,1,-1.000045913
2388,27.82348026,1.000045609,-1.00004588
2389,27.53123442,1.000043332,-1.038621469
2390,26.10664413,0.734901655,-1.001376817
2391,22.16106545,1.000044462,-1.000043625
2392,29.15500445,0.799871033,-1
2393,22.16888334,0.903895305,-1.000040761
2394,24.66074795,1.000045371,-1.000046046
2395,17.32008268,1.000131701,-1.035679448
2396,25.4356672,1.000631078,-1.000043134
2397,31.31801838,1.000044977,-0.968247013
2398,27.67463371,1.000044973,-1.000044972
2399,26.59909704,1.000042338,-1
2400,28.23935652,1.050689129,-1.000041567
2401,24.73116384,1.000418797,-1.00004141
2402,30.93166506,1.000042174,-1
2403,30.78533399,1.004156823,-1.000041258
2404,11.05620173,0.707534366,-1.000040299
2405,29.40820242,1.000038252,-0.9999765
2406,21.44819341,1.000037212,-1.000037294
2407,26.95333608,0.946033464,-0.929427745
2408,29.69496747,1.000037947,-1.000036952
2409,34.15278573,1.000038773,-1.000038362
2410,29.07751219,1.000037863,-1.000037936
2411,33.25945461,1.000037421,-1
2412,27.13072771,1.000036723,-1.000007752
2413,28.90784018,1.000036126,-1
2414,37.39546714,1.000037728,-1.00003839
2415,26.50960853,1.00003679,-1.000004016
2416,30.97440467,1.000036167,-0.999983314
2417,30.09650517,1,-1
2418,33.46555917,1,-1.000032853
2419,29.68458106,1.000031661,-1.000032396
2420,30.01212245,1.000031852,-1.000032648
2421,29.07720255,0.86217469,-1.000031098
2422,27.96029371,1,-0.889881888
2423,29.09152138,1.000031506,-1.000031755
2424,20.91545662,1.00003144,-1.000034958
2425,24.37426661,1.00003301,-1.000032721
2426,33.55696006,1.000033025,-1
2427,27.13987368,1.000031335,-0.962451721
2428,28.62321053,1.000031325,-0.881854427
2429,26.56103058,1.017527432,-1
2430,26.76437842,1.000030984,-1
2431,25.71589484,1.000030069,-1.00003001
2432,30.24303524,1.00184047,-1.000031957
2433,32.35340711,0.884586038,-1.000032174
2434,24.38886246,1.000032113,-1.000031019
2435,18.36335602,1.000005199,-1.00003105
2436,31.27353564,1.000030281,-1.000030282
2437,23.47670083,1.000090758,-1.000029657
2438,22.71477204,1.000180021,-1.00003482
2439,25.0367641,1.000113826,-1.00058175
2440,24.97933752,1.000579076,-1.000041019
2441,27.13624315,1.020152382,-1.000025374
2442,33.1014987,1.000101592,-1.000024468
2443,26.14863493,1.000024731,-1.000025042
2444,32.34777417,1.000024582,-0.961723153
2445,31.26017476,1.000079735,-1.000024327
2446,31.09988533,1.000024619,-1.000024221
2447,30.24322759,1.00002413,-1.000024156
2448,30.78130599,1.000024267,-1.000024408
2449,30.24974645,1.000024644,-1.000023155
2450,23.89625107,1.000024251,-1.000035309
2451,28.23323301,1.000164682,-1.000023524
2452,28.80589039,1.000130864,-0.999991954
2453,27.03503374,1.000023092,-1.000022833
2454,27.47632928,1.000022156,-1.000021334
2455,25.27173485,1.000043443,-1.0000425
2456,28.27821057,1.000083242,-1.000013312
2457,31.4748568,1.000038248,-0.994833545
2458,20.01742476,1.000117124,-1.00003937
2459,20.79355292,1.000218038,-1.013266629
2460,22.00900177,1.000090588,-1.002723822
2461,30.39413425,1.005723256,-0.999944584
2462,29.53107394,1.000045142,-1
2463,24.55683063,1.000089481,-1.000044467
2464,26.16761484,1.000304207,-1.010948616
2465,27.05028561,1.000117199,-1.000067225
2466,27.99586404,1.000233529,-1.000039723
2467,33.35074066,1.000043327,-0.924918532
2468,31.23394196,1.000042628,-1.000043412
2469,29.88134305,1.075062242,-1.000037929
2470,28.49837642,1.000038177,-1.000037918
2471,27.24242282,1.000037809,-1.000037827
2472,29.0399891,1,-1.000041436
2473,25.99446882,0.95166914,-0.999994563
2474,25.96044071,1.000039143,-1.000008254
2475,30.13036726,1.000040947,-1
2476,32.68880875,1.000040464,-1.00000573
2477,29.75394088,1.000039941,-1.000040125
2478,30.55658365,1.000191208,-1.000038933
2479,33.74767071,1.000037497,-1.000007811
2480,29.27381481,1.000392663,-1.000288899
2481,30.49685605,1,-1.012729868
2482,28.82011784,1.00016696,-1.000042198
2483,35.15498501,1.083023412,-1.000043112
2484,34.96079002,1.000036775,-1.000036951
2485,26.90221347,1,-1.000036474
2486,26.64350571,1.000034831,-1.000961494
2487,32.40375273,1.000036277,-1.000036158
2488,21.171358,1.000034541,-1.000004618
2489,23.61654141,1.000029328,-1.008617306
2490,23.58959035,1.000029187,-1.000029413
2491,27.74855874,1.000028399,-1.000028457
2492,27.00244105,0.994941085,-1.000028556
2493,25.15755534,0.922029977,-1.00002797
2494,32.20982509,1,-1.001086185
2495,26.59150751,1,-1.000026695
2496,28.04952955,0.99001042,-1.000030197
2497,25.95141367,1.000029694,-1.00003153
2498,27.71565504,0.740946846,-1.000004791
2499,30.41841616,1.000031351,-1
2500,34.77682179,1.000030152,-1.000030811
2501,33.25935508,1.043340816,-1.000027785
2502,22.68784678,1.000027417,-1.0001536
2503,28.79798943,1.000026658,-1.00002707
2504,32.05475486,1.000028711,-0.895255041
2505,25.96014898,0.798288294,-1.010523753
2506,29.02122995,1.000028323,-1.000006038
2507,26.39166873,1.014294523,-1.000027403
2508,27.09255583,1.000027128,-1.000027867
2509,40.0678105,1.000026798,-1
2510,21.54597067,1.0000259,-1.000026723
2511,26.45517177,1.000024451,-1.006938883
2512,26.40719292,1.000023147,-1.00000582
2513,27.58161091,1.00002194,-1.011121512
2514,32.0166562,1,-0.841950632
2515,35.65300188,1,-1.000024559
2516,29.09946142,1.00002208,-1
2517,26.85760854,1.000021079,-0.721634257
2518,26.44509707,1.000020718,-1
2519,23.49845072,1.000038725,-1.000005006
2520,32.18239769,1.000038515,-1
2521,31.66897347,1.00003287,-1.000031689
2522,30.2640438,1.000028287,-1.000028338
2523,36.99092697,0.93362888,-1.000028141
2524,26.16068606,1.00004595,-1.000046468
2525,23.16671844,1.000046024,-1.000042246
2526,28.72793112,1.000042172,-1
2527,22.26948184,1.000042219,-1.000008112
2528,29.38561314,1.002126646,-1.000049861
2529,28.62341435,1.000047813,-1.00004737
2530,33.41887984,1.080963569,-1.000044951
2531,33.36006962,1.000183243,-0.750909586
2532,33.80997086,1.000046282,-1.000045276
2533,35.31242257,1.000044788,-1.000044235
2534,18.85291867,1.000047098,-1.00000722
2535,29.24562277,1.000044265,-1.000044148
2536,32.0811636,1.000128741,-0.94731297
2537,30.23512326,1.000038242,-1.00003825
2538,36.2893191,1.000044411,-1.00004451
2539,38.17514492,1.000044413,-1.0000449
2540,31.62819473,1.000037466,-1.000037584
2541,31.3523042,1.000036775,-1.00003676
2542,31.42161679,1.000036578,-1.00003642
2543,32.59989655,1.000036886,-1.00003687
2544,30.43769687,1.000040492,-1.000039419
2545,29.59695798,1.000788891,-1.000040011
2546,39.19271902,1.000039704,-1.000039888
2547,38.46834542,1,-1.000038984
2548,29.72240721,1.000035908,-1.000035192
2549,29.04184332,1.000032709,-1.000032821
2550,29.73093754,1.000032355,-1.000029005
2551,25.31768924,1.000028933,-1.000003639
2552,32.3724,1.000029479,-0.988691217
2553,28.65501918,1.000029541,-1.0000294
2554,35.31774886,1.000029039,-1.000027986
2555,35.52440673,1.005025327,-1.00004572
2556,35.23535313,1,-1.000245102
2557,28.7893974,0.999998203,-1.000027198
2558,25.64195766,1.000026684,-1.000026776
2559,29.79025043,0.976074424,-1.000044156
2560,30.63084518,1.000025516,-1
2561,24.29068159,1,-1.00002358
2562,30.70253581,1.000023789,-0.775998876
2563,33.42976146,1,-1
2564,22.56820062,1.000022517,-1.000002512
2565,26.84132656,1.00002199,-1.000022079
2566,28.93634875,1,-0.816535879
2567,27.48357027,0.702546551,-1
2568,27.13176594,1.000044252,-1.000002562
2569,25.37390955,1.000042023,-1.00004351
2570,25.14927441,1.000040664,-1
2571,29.21251624,0.826924447,-0.860834011
2572,26.06508001,0.641549582,-0.548884285
2573,32.62634578,1.001658998,-1.000026674
2574,23.06392217,1.000025765,-1.000026076
2575,26.86650103,1.002366874,-1.000021492
2576,18.11533529,1.00004473,-1.000044597
2577,27.07472633,1.021608372,-1.000043832
2578,25.74228155,1.000043608,-0.937054411
2579,30.6279295,1,-0.994347107
2580,35.67244984,1.000044132,-1
2581,30.67589061,1.000044545,-1.000043741
2582,32.63792216,1.018088296,-1.000042418
2583,23.63863112,1.000042339,-1.000042601
2584,28.77117994,1.000041516,-1.000042085
2585,26.51135498,1.000037592,-1.00003855
2586,29.17723364,1.000038229,-0.83784146
2587,27.58549948,1.000037463,-1.000036723
2588,22.68062914,0.999976389,-1.000037189
2589,28.25037018,1.000036684,-0.762663646
2590,31.29611561,1,-0.955764793
2591,27.28770085,1.000035482,-1.000035797
2592,28.15280864,1,-1.000038307
2593,28.27437509,1.000037913,-1
2594,27.99282411,0.782099762,-0.675564203
2595,27.83109899,0.765002674,-0.778429839
2596,22.34124943,1.000004015,-0.504287253
2597,25.51807939,1.002701652,-1.000035267
2598,24.86026354,1.000034349,-1.000034562
2599,26.02639453,0.999845634,-1.00003076
2600,27.49147363,1,-1.000023872
2601,29.2007866,1,-1
2602,32.85257542,0.823359839,-1.000038167
2603,27.00394622,0.758086009,-0.815851557
2604,26.53351548,1,-1.000034133
2605,30.85836848,0.778069063,-1.000024653
2606,29.31037256,1.000024526,-0.970506564
2607,26.67791873,1.000024128,-1.000022817
2608,28.69717547,1.00004252,-0.904011565
2609,34.39848084,1.00003964,-1.000040192
2610,24.86208134,1,-1
2611,23.41662914,1.000039416,-1.000160295
2612,24.00125904,1.00003887,-1.000038804
2613,21.43125574,1.00003836,-1.000037571
2614,27.96153162,1.000038234,-1
2615,32.15112723,1.000038005,-1.000038066
2616,28.84239815,1.000041444,-0.976700908
2617,28.18646529,1.033615276,-0.969060604
2618,30.63893228,1.00004448,-1.000044565
2619,32.0220406,1.000042802,-1.024473789
2620,30.68544074,0.893870068,-0.996471478
2621,28.44998536,1.000034483,-1.000034401
2622,23.40770437,1.000033479,-1.000003768
2623,24.30468463,1.000033895,-1.001429205
2624,27.48144308,1.000046386,-1.001620537
2625,22.57686907,1.026729488,-1.00003553
2626,18.47516241,1.000034504,-1.001045723
2627,29.36516878,1.000034644,-1
2628,27.63473918,1.000099477,-1.000033763
2629,28.86383277,1.00003168,-1.000032223
2630,26.08294441,1.000308437,-1.000030417
2631,28.27035599,1.000030089,-0.968877328
2632,31.02848861,1,-1.002699751
2633,30.71178184,1.000026864,-1.013132603
2634,23.70152636,1.000021854,-0.791004863
2635,25.41799016,1.000021335,-1
2636,28.44082633,1.000026068,-1.000026339
2637,22.88022097,1.000025295,-1.000025001
2638,23.70095129,1.000024575,-1
2639,25.15418683,1.000023955,-1.000024384
2640,32.09235147,1.000026731,-1.000026642
2641,27.93714655,1.000026444,-1.000026525
2642,27.19940187,1,-1.000024978
2643,26.0239798,1.000024152,-1.000024431
2644,25.74023173,1.000024108,-1.000023952
2645,23.93275242,1.000023006,-1.00359647
2646,25.91558796,1.000022896,-1.000022897
2647,30.65516963,1.003983039,-1.000022174
2648,39.78445972,1.000030946,-1.000032816
2649,30.41578476,1.000032246,-1.001957613
2650,35.34820072,1.000060227,-1.000060349
2651,25.13051733,1.00004089,-1.032630339
2652,29.30720456,1.000031943,-1.003041456
2653,18.99117486,0.695467173,-1.000013786
2654,25.58410104,1.000046787,-1.00051322
2655,32.33898009,1.000045564,-0.999937274
2656,23.95401973,1.007015206,-1.000044564
2657,25.57804304,1.000041315,-1.000041212
2658,30.27815105,1.00013664,-1.000047285
2659,32.31006824,1.000051893,-1.000052578
2660,22.35184072,1.067283445,-1.000046365
2661,27.52495375,1.000045272,-1.016346869
2662,27.77819951,1.00003902,-1.000039165
2663,31.59560314,1,-1
2664,27.03289208,0.973454213,-1.000005471
2665,22.82044072,1.000040268,-0.999983411
2666,26.95902264,1,-1.000039443
2667,26.2454637,1.0000395,-0.847564992
2668,28.93455696,1,-1.00003857
2669,25.06133628,1.015051495,-1.000037756
2670,23.81852928,1.000037293,-1.000033212
2671,30.33545936,1.000032848,-0.826964014
2672,27.10066925,0.993404644,-0.657144134
2673,32.18768784,1.019685281,-1.000036334
2674,35.47115841,1.000035185,-0.931076787
2675,27.30214356,1.000034164,-1.000034655
2676,34.41872492,1.000032345,-1.000032711
2677,25.52536782,1.000031868,-1.001627669
2678,25.49207492,1.00003094,-1
2679,30.50673902,1.000030813,-1.000030694
2680,36.21631442,1.000096293,-0.984186526
2681,33.09230806,1.047750929,-1.00003105
2682,32.26669899,0.945391238,-1
2683,35.18392029,1.000035593,-1.000004593
2684,29.28024949,1.000026438,-0.998489271
2685,21.59056216,1.00002602,-1.00000308
2686,28.67256045,1.000026099,-0.810158951
2687,24.61246156,1.000024948,-0.949848563
2688,26.96592483,1.000026473,-0.965425073
2689,29.63039609,1.000225939,-1
2690,26.11134293,0.687520317,-0.876020053
2691,28.13298291,1,-1.000400674
2692,29.64873661,0.85906189,-1.000024481
2693,34.48560689,1.000023901,-1
2694,29.69580797,0.739021674,-1.000023939
2695,37.6872113,1.000025619,-1.000025783
2696,49.63346614,1.000034757,-1
2697,46.78690876,1,-1
2698,40.26565692,1,-0.971754752
2699,32.66790368,1,-1
