,mileage,s_max,s_min
4320,21.5508265,1.00004288,-1.000042347
4321,25.05317488,1.000043538,-1.000042363
4322,25.40094522,1.000060955,-1.000060974
4323,32.232464,1.000059883,-0.998922677
4324,34.08997702,1.004174124,-1.00005863
4325,28.8516285,1.000171701,-1.000058308
4326,31.00518925,1.010212533,-1.000056862
4327,34.92617683,1.012720324,-1.000055511
4328,31.48566877,1.00005434,-1.000053704
4329,30.44070749,1.000049964,-1.000049752
4330,17.06316346,1.000049108,-1.000049314
4331,22.9448317,1.000054387,-1.00005566
4332,29.55783149,1.000044801,-1.000045487
4333,28.28148808,1.000037918,-1
4334,20.36869494,1.000038846,-1.000038808
4335,20.01907158,1.000114385,-1.000011722
4336,22.62952709,1.000038304,-1.000011538
4337,13.53792864,1.000037622,-1.000037746
4338,21.82831067,1.000035282,-1.000035145
4339,17.20020429,1.000035594,-1.002434539
4340,24.71096097,1.000034541,-1.000005251
4341,23.45948039,1.000033433,-1.00003339
4342,29.95585846,1.000033385,-1.000005068
4343,21.20502237,1.000098402,-1.000033575
4344,29.86895979,1.000034236,-1.000004734
4345,30.10871276,1.000047256,-1.000046916
4346,24.84843602,1.000047185,-1.000046583
4347,36.92126961,1.000464966,-1.00004681
4348,34.20664453,1.000045784,-1.000045514
4349,29.76889507,1.004795727,-1.000044517
4350,25.65784284,1.000044173,-1.000065315
4351,40.86256395,1.000039896,-1.00003977
4352,37.09022545,1.041114764,-1.000035707
4353,20.69616068,1.037740222,-1.000027382
4354,18.30425905,1.000026953,-1.000266599
4355,21.55935332,1.000026731,-1.000200246
4356,26.00280924,1.000025003,-1.000024986
4357,31.2968632,0.819471124,-0.997633535
4358,25.6126984,1.000263066,-1.000003955
4359,25.80056678,0.886382574,-1.000004295
4360,29.61828952,1.000024492,-1.000023456
4361,30.12709122,1,-1.000023898
4362,31.23090375,1.00002247,-1.000022557
4363,26.64091151,1.000042661,-1.000004608
4364,30.10704104,1.000380281,-1.000038311
4365,36.52948911,1.000037526,-1
4366,23.86298527,1.000050062,-1.000050361
4367,30.46285384,1.000050275,-1.00004978
4368,25.57994806,1.00004954,-1.000049549
4369,26.65711914,1.000050139,-1.000050019
4370,37.47738684,1.000048704,-0.999114146
4371,29.11288711,1.00004914,-1.000010269
4372,17.36572703,1.000048053,-1.000021936
4373,30.16901677,1.000048058,-0.866912791
4374,29.34986265,1.000047176,-1.000014117
4375,30.93646827,1.000043383,-1.000043149
4376,29.36603628,1.00004346,-1.000043534
4377,22.10702849,1.00004125,-1.001494407
4378,24.46407467,1.000039283,-1.000011512
4379,23.30304247,1.000039515,-1.000039365
4380,23.49545638,1.000041329,-1.000040734
4381,27.88616965,1.000035173,-0.954675417
4382,25.4888548,1,-1.000013416
4383,28.64911302,1,-1.020653621
4384,25.72043386,1,-1.000040514
4385,27.6420975,0.930254898,-0.998228172
4386,29.85696171,1,-1.000032263
4387,26.01382545,0.842358813,-0.999698664
4388,26.86941611,1.000023328,-1.001314824
4389,25.73549758,1.000042641,-1.000043093
4390,28.71871148,1.000043545,-1.000043532
4391,28.01559898,1.000042203,-1.000043517
4392,20.89630272,1.000044749,-1.00001371
4393,27.81574802,1.00004411,-1.000008787
4394,23.08232267,1.000043807,-1.000009151
4395,26.42988417,1.000042737,-1
4396,24.8678323,0.895525936,-1.000012704
4397,21.17634218,1,-1.000012679
4398,28.99685881,1.000041147,-1.000991409
4399,28.7444436,1.000040215,-1.000040364
4400,28.74770056,1.000038481,-1.000039437
4401,26.90949205,1.000038892,-1.000038928
4402,18.28510574,1.000037822,-1.000040051
4403,23.31242575,1.000024526,-1.000024051
4404,25.91756847,1.000218254,-1
4405,27.91896059,1.000023172,-0.842154143
4406,27.46968265,1,-0.987113614
4407,24.84099514,0.936187626,-0.775023147
4408,21.32164798,1.000023291,-1.000022228
4409,19.07996635,1.000022996,-1.000022427
4410,23.44133053,1,-0.982522947
4411,18.8950749,1.000022442,-1.000002508
4412,15.98353778,1.000022042,-1.005670824
4413,21.87076349,1.000021143,-1.000002424
4414,21.61667371,1.000042002,-1.000021585
4415,24.86405266,1.000039754,-1.000038867
4416,27.29875399,1.000032539,-1.000030573
4417,21.34319546,1.000026106,-1.001573661
4418,26.55793752,1.000044688,-0.813822248
4419,27.11669542,0.963270805,-0.900743678
4420,23.94636675,0.95104217,-0.793509588
4421,23.66273099,1.000041264,-1
4422,20.54613851,1.000041889,-1.000041865
4423,25.35502367,1.000041682,-0.945221209
4424,28.68293206,1.009289067,-1.000041268
4425,18.59534593,1.00618347,-1.000040599
4426,21.81818502,1.000041016,-0.972090208
4427,19.99950683,1.000040139,-1.000040258
4428,20.50518716,1.0000408,-1.000040442
4429,24.67720019,0.933106397,-1.000039482
4430,26.62200951,0.962415687,-0.959298447
4431,25.39300646,1.000042207,-1
4432,20.42028966,1.000008508,-0.877533477
4433,15.08629485,1.003351581,-1.00003911
4434,20.66963843,1.00003915,-1.0000378
4435,24.86583454,1.000038507,-1
4436,24.13090842,1.000038206,-1.000038035
4437,27.3785301,1.000036962,-1.000037491
4438,24.46032203,1.00009833,-1.001843068
4439,20.3213337,1.000037619,-1.000037902
4440,17.37402391,1,-1.000037869
4441,21.67020093,1.000038114,-1
4442,18.79395042,1.00003873,-1.000038832
4443,26.35065069,1.000036467,-0.989851004
4444,22.08181944,1.00003731,-1.000036579
4445,21.46711519,1.000109361,-0.999739251
4446,21.28430572,1.000035979,-1.000004051
4447,23.43758935,1.000036209,-1.000035605
4448,31.83626078,1,-1.000035349
4449,21.45788754,1.000034936,-1.000034698
4450,20.50297128,1.000034647,-1.000034773
4451,18.36213063,1.000035234,-1.000036315
4452,19.53197378,1.000033876,-1.000034896
4453,22.84469521,1,-1
4454,21.69775522,1.000035438,-1.000034549
4455,19.32926116,1.000034204,-1.004372399
4456,22.58173601,0.861018102,-1.000034926
4457,23.16262061,0.766729181,-0.902970145
4458,17.46388034,1.000033716,-1.000003652
4459,24.12273125,1.009528132,-0.948692488
4460,23.05220384,1.000033169,-1.000003342
4461,24.30512525,1.008210997,-1.000031918
4462,21.57058839,0.862740641,-1
4463,19.38995496,1.000031566,-1.000032253
4464,22.92419149,1,-1.000031725
4465,17.76874422,1.000031846,-1.000003598
4466,24.08254956,0.993609994,-0.915263954
4467,26.3202729,1.000310907,-1.000030937
4468,24.8636379,0.977532701,-0.754383392
4469,26.10018465,1.000030748,-1.000030162
4470,23.92482835,1.000030521,-0.624001407
4471,27.58150868,1.000029704,-1.000029938
4472,25.56929135,1.007850714,-1.00002887
4473,19.8072362,1.000028616,-1.000028941
4474,16.96792803,1.000028524,-1.000028277
4475,15.81201421,1.00027598,-1.000011754
4476,17.48384089,0.761092726,-1.000027261
4477,25.14362571,1,-0.877636347
4478,18.29485866,1.000027019,-1.000003013
4479,21.83007614,1.000129859,-1.000005908
4480,21.78063982,1.000026216,-0.915025407
4481,26.2235464,1.000024965,-1
4482,23.40317735,0.992712545,-0.995134078
4483,24.41046561,1.00002509,-0.99942071
4484,22.98708258,1,-1.001822559
4485,26.43433434,1.000023265,-1.000023387
4486,23.15745034,1.000023994,-0.999970544
4487,20.25156522,1.000024314,-0.999417383
4488,26.33555368,1.000024371,-1.000024332
4489,23.3229959,1.000025167,-1.00002354
4490,21.138733,1.000024431,-1.000002706
4491,23.65605532,1.000023464,-1.000003572
4492,25.74941262,1.000023278,-1.000048377
4493,27.07277707,0.862408115,-1
4494,26.23023358,1.000132458,-1.000045213
4495,32.72909683,1.000043873,-1.000041536
4496,27.4489355,1.000038883,-0.913331222
4497,22.62257012,0.980750072,-1.000029654
4498,25.84717153,1.000023743,-1
4499,21.21805168,1.000824857,-1.002941272
4500,25.58457432,1.000006114,-1.005203876
4501,26.31191923,1,-1.001043228
4502,24.68458915,1.000043055,-1.000431263
4503,15.44330872,1.000040066,-1.001387441
4504,18.1737752,1.000039753,-1.000039646
4505,14.11637516,1.000122644,-1.000044725
4506,23.06857362,1.000044929,-1.001670649
4507,32.41889514,1.000045144,-1.000045422
4508,26.29565726,1.046512381,-1.000039028
4509,27.96623864,1.00003788,-1.000037442
4510,19.13268718,1.000038154,-1.000038253
4511,28.38797097,1.000038275,-1.000038465
4512,27.41037463,1.000040845,-1.000041258
4513,21.38239497,1.040171311,-1.000038528
4514,26.65677387,1.000037563,-1.000005766
4515,27.12405673,1.000037813,-1.000005769
4516,22.8696345,1,-1.000037546
4517,25.14511848,1.000036834,-0.62684584
4518,26.4736611,1.000036082,-1.000036709
4519,20.91603108,1.000035821,-1.000035924
4520,27.36167102,1.000034166,-1
4521,26.13789095,1.000034905,-1.000034701
4522,22.52631347,1.000034621,-1.000034412
4523,21.63562962,1.000034202,-1.000146948
4524,26.98961207,1.000033892,-1.000033632
4525,19.33809573,1.04819847,-1.000034378
4526,19.93184718,1.000034628,-1.000034851
4527,17.63737974,0.583825108,-1.000036009
4528,25.29479547,1.000037948,-1.000037145
4529,22.49793787,1.000035293,-0.996206989
4530,18.1305374,1.000033055,-1.000035253
4531,22.25638626,1.000033029,-1.000032614
4532,23.50012129,1.000032793,-1.00003251
4533,20.45920384,1.00003124,-1.00461715
4534,24.14715526,1.000031876,-1.000031283
4535,22.26860438,1.000031763,-1.0000919
4536,29.25586921,1.000035749,-1.00003515
4537,27.6134239,1.000032244,-1.000006832
4538,23.49603419,1.000031719,-1.000030943
4539,28.59237684,1.000031091,-1.000030932
4540,26.75694278,1,-1.000027608
4541,29.28300431,1.000030487,-1.000030209
4542,28.20149621,1.000030343,-1.000029836
4543,26.75067366,1.000029766,-1.00002988
4544,23.08247267,0.981286059,-1.000029268
4545,24.86947654,1.000867171,-1
4546,26.81426534,1.000025854,-1.000028777
4547,27.04008271,1,-1.000029072
4548,31.07123393,1.00002906,-1.000690733
4549,24.19608243,1.001486565,-1.001061373
4550,13.29420799,1.00002897,-1.000028299
4551,18.55039166,1.000028884,-1.000028609
4552,18.80446188,0.930930895,-1.000032912
4553,21.97326841,1.000027418,-1.000415302
4554,21.8958017,1.000027274,-1.000052693
4555,27.25034317,0.991492191,-0.913575092
4556,25.14321839,0.869923799,-0.814354526
4557,27.25654261,1.000024917,-1.000025324
4558,27.00326555,1.000025374,-1.000025417
4559,23.77225613,1.000025315,-1.000025895
4560,22.43046664,1.000026404,-1.00002666
4561,28.2322455,1.000075734,-1.000025881
4562,25.5474745,0.792502725,-1.000024371
4563,30.69546719,1.00002403,-0.799361141
4564,22.73122328,1.000024809,-1.000024782
4565,28.71842,1.000024342,-1
4566,27.55428146,1.000023777,-1.003413648
4567,29.1898553,1.0000232,-1.000023133
4568,30.45260255,1.000022344,-1.000023047
4569,27.75119851,1.000022524,-1.000067319
4570,18.05180406,1.000022547,-1.000226549
4571,19.25735169,1.002137439,-1.000315252
4572,14.72382505,1.000296553,-1.000111636
4573,27.89305593,1.000041906,-1.000040419
4574,23.72427482,1.000042827,-1.00004249
4575,19.95535352,1.036403859,-1.000033258
4576,24.47295036,1,-1.000025271
4577,20.77381635,1.000050106,-1.000052545
4578,24.58521716,1.000042694,-1.00007819
4579,20.14274382,1.000043056,-1.000973428
4580,27.16689021,1.000042473,-0.897041152
4581,24.13071088,1.000041584,-1.000041741
4582,20.64812587,1.000041792,-1.000544186
4583,27.09642271,1.00004245,-1.000547571
4584,28.7876725,1.000042598,-1.000043376
4585,27.48585044,1.000043734,-1.000172642
4586,25.99068753,1.000006186,-1.009358661
4587,25.91736019,0.816217332,-1.001532502
4588,22.22705603,1.000043311,-1.000043137
4589,25.87532149,0.688756956,-1.00004144
4590,34.18807673,1.000040232,-0.987420151
4591,27.4443673,1.000040791,-1.000040952
4592,28.96859519,1.000039255,-1.000040133
4593,24.36271357,1.000232368,-1.004735714
4594,20.26836913,1.000038909,-1.000060753
4595,27.21563483,1.000039852,-1.000235684
4596,18.88152757,1.006981505,-1.002268061
4597,29.07426879,1.000032463,-1.004091937
4598,21.88979598,1.000238339,-1.000060058
4599,14.78093332,1.000036381,-1.000073929
4600,29.50310673,1.000033663,-1.033841632
4601,30.51281888,0.978557684,-1.000036069
4602,26.91755194,0.841920019,-0.999722431
4603,29.99029627,1.000035598,-1.000035441
4604,24.65340646,0.926940892,-0.972226595
4605,21.88649044,1.000030689,-1.000030355
4606,22.06840602,1.000030368,-1.000300839
4607,22.70123121,1.000030334,-1.000088287
4608,23.54374995,1.000033333,-1.000032619
4609,24.30716773,1.000030206,-1
4610,26.95513849,1.000043268,-0.996519125
4611,24.64526691,1.000030289,-1.000030192
4612,26.64676426,1.000030274,-1.000029249
4613,25.44580119,1.001228432,-1.000029736
4614,24.95637161,1.000029024,-1.00000326
4615,23.77178518,1.000029229,-1.000028107
4616,29.96397271,1.000028367,-1.000028113
4617,26.71683907,1.000028116,-1.00016528
4618,25.64567357,1.000028408,-1
4619,24.66982233,1.00002742,-1.000030184
4620,25.2549993,1.000027227,-1.000158776
4621,21.6089909,1.00018918,-1.000158628
4622,24.75285116,1.000027945,-1.000027483
4623,30.4454803,1.000027384,-1.000157844
4624,22.29844236,1.00002685,-1.000049822
4625,25.20606429,1,-1.000027616
4626,26.81994565,1.000025238,-1.000150113
4627,31.18416964,1.021870181,-1.000146068
4628,26.52013717,1.000024572,-0.999918303
4629,25.67184021,1.0000429,-1.000126688
4630,20.48233784,1.000038404,-1.000011821
4631,22.32560594,1.000034408,-1.000178652
4632,20.66264906,1.000045264,-1.000045276
4633,23.17558127,1.016198703,-1.000054375
4634,26.2487858,1.000045475,-1.000049224
4635,28.74299876,1.000046455,-1.000045158
4636,17.41908514,1.000045878,-1.000097019
4637,22.28193871,1.00004583,-1.000083035
4638,26.96633397,1.00004431,-1.000045754
4639,26.48531171,1.000046166,-1.000044632
4640,37.15700023,1.000043648,-1.000044837
4641,25.02131203,1,-1.000218176
4642,19.75413297,1.0000434,-1.000266162
4643,20.10980321,1.000049155,-1.000256301
4644,26.90622504,1.000043098,-1.000259893
4645,29.28091316,1.000433136,-1.000206694
4646,26.97535421,1.000042701,-1.000043608
4647,25.66594206,1.000043651,-1.000256313
4648,21.72932675,1.000043145,-1.000042479
4649,27.36671573,0.834507536,-0.967519236
4650,28.03663529,1.00004024,-0.887347898
4651,27.65370604,1.000038574,-1.000039451
4652,27.45744767,1.000039349,-1.000039326
4653,25.59150985,1.000038771,-1.000038629
4654,22.42322965,1.00003839,-1.000190987
4655,27.23767224,1.000039482,-1.000039127
4656,27.88551519,0.990706571,-1.000039241
4657,25.05098374,1.000039216,-1.000060547
4658,23.56996418,1.000039499,-1.000038921
4659,28.81207873,1.000039315,-1.000003383
4660,26.2998105,1.000039045,-0.999346762
4661,28.28880768,1.000038964,-1.00003819
4662,29.74440158,1.000038601,-1.003425837
4663,27.0857064,1,-1.000038082
4664,32.80519969,1.000037151,-0.997632151
4665,24.85531793,1.000037155,-1.000222016
4666,24.33770746,1.000037152,-1.000044206
4667,27.27714484,1.00003688,-1.000003057
4668,30.37028205,1.000035119,-1.000033965
4669,22.24630339,1.000035885,-1.000211742
4670,24.85096241,1.000035866,-1.000071287
4671,30.64253178,1.000035492,-1.000064979
4672,26.0960423,1.017409056,-1.001234583
4673,27.08146969,1,-1.000034296
4674,28.10000977,1.000033134,-1.000032626
4675,33.6253145,1.000032841,-1.000032407
4676,30.88542157,1,-0.824734151
4677,19.80205645,1.000006731,-1.000032117
4678,22.1279641,1.000307164,-1.000052784
4679,23.63860876,1.000094406,-1.000031229
4680,34.54618855,1.000031854,-1.000031322
4681,35.25968205,1.000031268,-1.000031545
4682,31.84593641,1.000031258,-1.000374227
4683,29.48553414,1.000030764,-1.000031485
4684,25.52861014,1.000030856,-1.000040011
4685,31.90085502,1.003155397,-1.000028924
4686,37.52904676,1.000029763,-1.00002964
4687,25.49981576,1.000028957,-1.00002882
4688,24.02309206,1.000027951,-1.000995087
4689,19.91654269,1.000028096,-1.000362831
4690,20.50946952,1.006610764,-1.000148184
4691,22.96514573,1.000347911,-1
4692,26.68213105,1,-1.000025711
4693,26.39336296,1.000027568,-1.000188708
4694,30.01396275,1.006307375,-1.000077585
4695,13.05957307,1,-1.00019802
4696,28.16772477,1.000027186,-1.00011307
4697,18.3549324,1.000026284,-1.000114378
4698,23.7663411,1,-1.000024051
4699,29.87399743,1.000025059,-1.000024835
4700,20.3813075,1.000167262,-1.000024291
4701,20.51952713,1.000707175,-1.000323675
4702,28.6679436,1.000023838,-1.000050093
4703,20.82341261,1.000023526,-1.000091685
4704,18.31163854,1.017941061,-1.000024662
4705,26.5997268,1.004349961,-1.00002152
4706,27.90830739,0.926429683,-1.000043019
4707,29.3416702,1.000035754,-1
4708,27.50660124,0.995709946,-1.000044703
4709,34.10058935,0.969824677,-1.000044413
4710,37.53869994,1.000044127,-1.000482284
4711,28.61460724,1.000043268,-1.000043521
4712,21.77832485,1.000043133,-1.000042176
4713,23.57195849,1.000043786,-0.997921142
4714,21.69582682,1.000042683,-1.000076114
4715,24.40247317,1.000041918,-1.000291621
4716,24.33630445,1.000040903,-1.006989745
4717,24.99999772,1.00004024,-1.001853872
4718,17.50600802,1.000041655,-1.004493269
4719,24.41983749,1.00004311,-1.008264984
4720,28.94631252,1,-1.005277628
4721,25.1412949,1.000083187,-1.000543498
4722,26.79421349,1.006742668,-1.00050904
4723,25.79405946,1.000036791,-1.000076597
4724,21.80499823,1.000036644,-1.00054971
4725,19.93519977,1.000035159,-1.000211403
4726,24.92090183,1.000035142,-1.000137907
4727,28.7463701,1.000035509,-1.000174836
4728,32.24930382,1.000038312,-1.000077128
4729,28.64933166,1.000036902,-1
4730,21.94401792,1.000035265,-1.000073863
4731,23.82092636,1.000034278,-0.999824398
4732,20.66850018,1.000033768,-1.000033864
4733,27.45921746,1.000033398,-1.000033074
4734,31.42245039,1.000032145,-1
4735,30.91285532,1.000031986,-1.000030789
4736,26.77360342,0.935352377,-1.000031713
4737,29.74807874,1.00002987,-1.000949442
4738,22.14709169,1.000028181,-1.000024961
4739,27.78153516,1.000026522,-0.915899416
4740,23.79839173,1.000025837,-1.000364097
4741,17.26589903,1.000077239,-1.003103784
4742,18.19214333,1.000025488,-1.001815968
4743,25.31068011,1.000089756,-0.615000209
4744,26.71078671,1.000025874,-1.000026087
4745,27.76660988,0.929493933,-0.894017915
4746,23.59079197,1.000326469,-1.000024208
4747,25.56638703,1.000024034,-1.000024283
4748,24.17858769,1.000023921,-1.001171036
4749,23.07599227,1.000022433,-1.000032326
4750,27.85547621,1.000023765,-1.000023625
4751,19.79229284,1.000023035,-1.000022961
4752,24.21899817,1.000041787,-1.000042148
4753,26.43426742,1.000023131,-1.000134442
4754,20.54596196,0.450380628,-1.000037354
4755,26.57722851,1.000021893,-1.042603945
4756,24.87910951,1.00004032,-1.000039287
4757,32.43531439,1,-1.000005108
4758,24.03121508,1.000030327,-1.000006333
4759,32.16063371,1.00268109,-1.000043193
4760,19.11299081,1.000043805,-1.000043372
4761,25.5784903,1.000043904,-1.000065545
4762,12.42699198,1.000043069,-1.0000534
4763,23.52124754,1.00637966,-1.000043138
4764,24.96358619,1.000640325,-1.000223808
4765,25.20230407,1.005319389,-1.000042471
4766,32.07183541,1.000049652,-1.000049104
4767,19.97677588,1.000047731,-1.000010128
4768,21.63244354,1.0000478,-1.000014343
4769,17.78968759,1.000042734,-1.018954123
4770,24.82308179,1.000041877,-1.017736458
4771,18.62238916,1.000040729,-1.000414712
4772,18.00972007,1.000082094,-1.000090019
4773,24.46565716,1.000045314,-1.00912033
4774,22.09537551,1.000040967,-1.000335583
4775,24.6761954,1.000327596,-1.000041244
4776,25.63826923,1.000042268,-1.00016073
4777,21.42346639,1.000040993,-1.005315298
4778,21.49037946,1.000042152,-1.000526811
4779,22.11402799,1.000040786,-1.00017556
4780,27.27843283,1.000093264,-0.997669759
4781,25.61588041,1.001581105,-1
4782,24.93486075,1.000039459,-0.782538828
4783,32.81199661,1.000039251,-1.000079114
4784,26.70537242,1,-1.000038599
4785,16.39559707,1.000038368,-1.001394104
4786,22.40025355,1.000037978,-1.000523757
4787,26.56846001,1.000036423,-0.993936848
4788,15.28068926,1.000037154,-1.000163853
4789,23.10143491,1.000036194,-0.932804463
4790,16.73423669,1.000038245,-1.000961401
4791,23.87461979,1.00003865,-1.002439875
4792,25.15918874,1.000225267,-1.000148673
4793,17.95591556,0.942319045,-1.001126093
4794,23.31295016,1.011361857,-1.000457644
4795,27.24365126,1.000035319,-1.000389116
4796,20.00483016,1.000035575,-1.0001463
4797,23.92603257,1.004851787,-1.000379225
4798,19.47075949,1.00003475,-1.000272019
4799,19.03063573,1.000034712,-1.000221043
4800,25.11323188,1.000034771,-1.000445956
4801,25.34027445,1.000033891,-1.000038551
4802,23.39506905,1.000044298,-1.000686913
4803,19.19307939,1.000034386,-1.000690928
4804,15.15163764,1.00003403,-1.00014564
4805,23.31130781,1.000033662,-1.000629831
4806,23.82589102,0.986183343,-0.967994943
4807,27.78172916,1.000033109,-1.000033341
4808,24.32793464,1.000032178,-1.000418055
4809,13.6592513,1.00004946,-1.000560256
4810,17.15032085,1.002410309,-1.001008657
4811,13.50776503,1.00003134,-1.000374652
4812,12.49165148,1.00015183,-1.00122261
4813,25.89882656,1.000414476,-1.000433112
4814,24.24290563,1.000032535,-1.000138569
4815,30.54469382,1.000032433,-1
4816,27.09606302,1.000032212,-1.000429291
4817,24.85030898,1.000030758,-0.85631432
4818,24.05320344,1.000030413,-0.766962916
4819,24.65833628,1.000030139,-1.000383186
4820,23.79994955,1.000029229,-1.001451018
4821,17.93142043,1.00002842,-1.002503796
4822,20.03310346,1.000086626,-1.000995574
4823,18.50667771,1.00281142,-1.000226515
4824,30.29118597,1.000029196,-1.000028773
4825,24.75149523,1.000029337,-1.000029144
4826,24.37832722,1.000029692,-1.000003498
4827,25.36439838,0.90107798,-1.000067148
4828,24.45298144,1.00115122,-0.738255763
4829,23.2998585,1.001959436,-1.000065492
4830,31.91222811,1.000027208,-1
4831,25.78861892,1.001927641,-1.000057951
4832,23.06950755,1.000026988,-1.000194792
4833,25.24317346,0.999999898,-1.004076579
4834,29.40801391,1.000026569,-1.000027074
4835,26.85029494,1.000026976,-1.003208156
4836,22.58808184,1.000051782,-1.000077175
4837,23.28467389,1.000027581,-1.000472133
4838,25.00312366,1.000289515,-1.00002958
4839,14.23565454,1.000027818,-1.004278725
4840,19.75024174,0.869119354,-1.002446262
4841,18.37911061,1.000026503,-1.000119505
4842,23.28446385,1.000024785,-1.000104699
4843,20.1276963,1.000024659,-1.000363392
4844,22.5942791,1.000169952,-1.000233741
4845,14.20725819,1.000046539,-1.00055772
4846,21.20669768,1.00004651,-1.00018413
4847,24.60048106,1.000022522,-0.999972142
4848,25.46618091,1.000069544,-1.000547707
4849,25.89134968,1.000125466,-1.00007299
4850,27.68243307,1.000041081,-1.00075127
4851,25.51989054,1.000033742,-1.000702663
4852,23.86445154,1.000092826,-0.945463261
4853,32.62505061,1.000027203,-1.000728128
4854,26.98154956,1.000046139,-1.000900446
4855,26.32148295,1.000090687,-1.000851811
4856,28.5402553,1.00013302,-1.000445197
4857,25.38305019,0.983872273,-1.000878
4858,25.52799359,1.000042589,-1.00102955
4859,29.64709166,1.000128878,-1.000204479
4860,25.10903784,1.000042079,-1.00099053
4861,18.76062124,1.000175882,-1.000329888
4862,26.4421434,1.000091731,-1.000311677
4863,20.92856631,1.000082974,-1.043989063
4864,22.96036743,0.962868484,-1
4865,23.39978017,1.000042515,-1.000976011
4866,23.58012323,1.000078351,-1.000285518
4867,27.57253212,1.000059166,-1.000270893
4868,28.22517351,1.000153494,-0.980410878
4869,19.77591749,1.000364323,-1.000641046
4870,17.51686567,1.000037623,-1.000099744
4871,22.47925003,1.000038225,-1.000150867
4872,16.40647115,1.000038684,-1.000619398
4873,22.94053245,1.000038838,-1.000005378
4874,26.0987941,1.000037678,-0.708531834
4875,24.30183604,1.000037335,-1.000037157
4876,29.69875813,1.000036814,-1.000036013
4877,27.91681241,1.003653828,-1.000073082
4878,29.13509996,1.000035969,-1.000036358
4879,29.58441755,1.000035388,-0.998783158
4880,29.86359244,1.000035213,-1.000035605
4881,31.69896352,1.000036371,-1.000036446
4882,24.06435963,1.000036088,-1.00003578
4883,28.22563199,1.000037125,-1.000036691
4884,30.40514772,0.885214161,-1.000037779
4885,26.76864965,1.00003822,-1.000037832
4886,25.74643615,1.000378099,-1.002537476
4887,28.85220652,1.00003775,-0.970634005
4888,25.84994379,1.000036687,-1.000006114
4889,28.2971359,1.00003615,-1.000329037
4890,24.50548922,1.000035439,-1.008060563
4891,33.19499104,1.000035155,-1.000711671
4892,25.7712129,1.007720455,-1.000347353
4893,33.41569202,1.000035072,-1.000035054
4894,32.33143701,1.000035238,-1
4895,30.42789189,1.000035298,-1.000035611
4896,23.463559,1.043153563,-1.000067096
4897,31.52204186,1.000033452,-1.000033591
4898,31.55878283,1.002427207,-1
4899,26.01713162,1,-1.000003814
4900,29.88242929,1.000031025,-0.994394397
4901,26.75885099,1.000031256,-1
4902,21.70907141,1.010779346,-0.999755607
4903,31.46465637,1.000031132,-1.000031065
4904,32.04921042,1.000029654,-1.000029512
4905,26.21887469,1,-1.000029127
4906,34.1164417,1.000035337,-1.001514674
4907,29.3633387,1.000143174,-1.016945193
4908,17.24560795,1.000037554,-1.000037193
4909,33.29665817,1.000036788,-1.005261232
4910,22.03045406,1.000005338,-1.000038446
4911,25.39455486,1.000035514,-1.000035597
4912,26.58189759,1.000032266,-0.916227649
4913,31.3178909,0.958901431,-1.003377174
4914,29.42633766,0.979033467,-0.987070825
4915,28.41932657,1.000030293,-1.000265244
4916,27.20494868,1.000029321,-1.001006919
4917,23.12787859,1.000284748,-1.000485567
4918,21.33357811,1.000026996,-1.00081289
4919,27.18451851,0.910235017,-1
4920,29.63428788,1.000043326,-0.976919564
4921,20.39647127,1.000043124,-1.00070077
4922,27.41330277,1.000045781,-1.000176471
4923,26.0735948,1.000042472,-0.990594967
4924,26.02366714,0.823185153,-1.000041577
4925,26.5551705,0.758437264,-1.000521206
4926,27.8195978,1.000041143,-1.000106614
4927,23.54282939,1.006458106,-1.000040321
4928,29.60118351,1.00003068,-1.001970071
4929,28.95589262,0.91310075,-1.000536651
4930,26.63962219,0.892291751,-1
4931,28.23359728,1.000029253,-1.000486972
4932,27.37009641,1.000029237,-1.001146295
4933,25.59749675,1.000028651,-1.000004395
4934,33.34983261,1.000030904,-1.000031139
4935,24.37916665,1.000052588,-1.000328424
4936,30.31033051,0.949554382,-1.000134852
4937,16.44347585,1.000367734,-1.003853266
4938,20.18813821,1.000072158,-1.00380848
4939,26.16618809,1.000039374,-1.000036992
4940,21.84658344,1.000034034,-1.010324499
4941,29.44906905,1.000027176,-1.000210389
4942,17.29084607,1.000140504,-1.000123522
4943,19.95694987,1.000064418,-1.000376379
4944,17.78605967,1.005390084,-1.000609847
4945,20.38388071,1.000043707,-1.000742763
4946,21.41993535,1.000186217,-1.000161441
4947,23.93463518,1.000086197,-1.00759482
4948,27.00948721,1.000042785,-1.000042004
4949,27.3787902,1.000041555,-1.000996188
4950,28.89117858,1.000124016,-1.001014685
4951,29.1439362,1.000079385,-1
4952,28.43125417,1,-1.004816066
4953,25.92158434,1.000038257,-1.000967471
4954,28.50190035,1.000038594,-1
4955,28.82004697,0.985354088,-1
4956,18.68242378,1.000176512,-1.000662553
4957,23.29389355,0.975887456,-1.001125827
4958,27.81885225,1.000037959,-1.000213094
4959,24.89669239,1.000037448,-1.000208783
4960,25.38717276,1.000034403,-1
4961,19.90063496,1.000033904,-1.000535994
4962,23.70077373,1.001601503,-0.994542814
4963,24.8388464,1.000032533,-1.000637907
4964,26.32211939,1.000031813,-1.000032085
4965,23.51237389,1.00003084,-1.000313653
4966,24.07082969,1.000030973,-1.001361343
4967,20.39784341,1.000030516,-1.000333336
